터미널: 감곡시외터미널
출발,요금(어른),소요시간
21:00,12,800 원,02:00
터미널: 마산시외버스터미널
출발,요금(어른),소요시간
10:00,20,300 원,02:55
15:00,20,300 원,02:55
19:30,20,300 원,02:55
터미널: 목계정류소
출발,요금(어른),소요시간
09:30,13,400 원,01:50
14:04,13,400 원,01:30
터미널: 미원정류소
출발,요금(어른),소요시간
09:30,4,500 원,00:58
13:50,4,500 원,00:58
16:30,4,500 원,00:58
터미널: 배방환승정류장
출발,요금(어른),소요시간
08:25,5,700 원,01:13
10:10,5,700 원,01:13
10:45,5,700 원,01:13
11:50,5,700 원,01:13
14:00,5,700 원,01:13
15:47,5,700 원,01:13
17:12,5,700 원,01:13
17:50,5,700 원,01:13
18:54,5,700 원,01:13
터미널: 보은시외버스터미널
출발,요금(어른),소요시간
09:30,8,400 원,01:20
13:50,8,400 원,01:20
16:30,8,400 원,01:28
터미널: 봉강교정류소
출발,요금(어른),소요시간
08:25,5,500 원,01:07
10:10,5,500 원,01:07
10:45,5,500 원,01:07
11:50,5,500 원,01:07
14:00,5,500 원,01:07
15:47,5,500 원,01:07
17:12,5,500 원,01:07
17:50,5,500 원,01:07
18:54,5,500 원,01:07
터미널: 부여시외버스터미널
출발,요금(어른),소요시간
06:40,12,500 원,02:10
10:30,12,500 원,02:10
14:00,12,500 원,02:10
16:30,12,500 원,02:10
터미널: 부천종합터미널
출발,요금(어른),소요시간
06:50,16,300 원,02:40
08:10,16,300 원,02:40
10:10,16,300 원,02:40
11:40,16,300 원,02:40
13:00,16,300 원,02:40
14:25,16,300 원,02:40
15:50,16,300 원,02:40
18:30,16,300 원,02:40
터미널: 북대전IC시외버스정류소
출발,요금(어른),소요시간
08:00,4,400 원,00:30
터미널: 상주대
출발,요금(어른),소요시간
06:30,7,900 원,01:26
13:30,7,900 원,01:26
터미널: 상주종합버스터미널
출발,요금(어른),소요시간
15:45,10,400 원,02:35
20:10,10,400 원,02:35
터미널: 상판
출발,요금(어른),소요시간
09:30,10,500 원,01:39
13:50,10,500 원,01:39
터미널: 생극터미널
출발,요금(어른),소요시간
07:00,10,300 원,01:43
09:46,10,300 원,01:49
19:00,10,300 원,01:49
터미널: 서부정류장
출발,요금(어른),소요시간
07:00,21,000 원,03:01
08:10,21,000 원,03:01
11:40,16,200 원,03:01
13:25,21,000 원,03:01
15:00,21,000 원,03:01
16:10,21,000 원,03:01
17:30,16,200 원,03:01
19:00,21,000 원,03:01
터미널: 서울남부터미널
출발,요금(어른),소요시간
05:25,12,800 원,02:07
06:30,12,800 원,02:07
07:10,12,800 원,02:07
07:50,12,800 원,02:07
08:30,12,800 원,02:00
09:00,12,800 원,02:07
09:30,12,800 원,02:00
10:10,12,800 원,02:07
11:30,12,800 원,02:07
11:50,12,800 원,02:07
12:10,12,800 원,02:07
12:50,12,800 원,02:07
13:30,12,800 원,02:20
14:10,12,800 원,02:07
14:50,12,800 원,02:07
15:00,12,800 원,02:07
15:30,12,800 원,02:07
16:00,12,800 원,02:20
16:30,12,800 원,02:07
17:00,12,800 원,02:07
18:00,12,800 원,02:07
18:30,12,800 원,02:07
19:00,12,800 원,02:20
20:00,12,800 원,02:07
21:00,9,100 원,02:07
22:00,14,100 원,02:00
터미널: 석소
출발,요금(어른),소요시간
터미널: 성남종합버스터미널
출발,요금(어른),소요시간
06:40,9,800 원,01:55
07:15,12,700 원,01:55
07:40,12,700 원,01:55
08:40,12,700 원,01:55
09:40,9,800 원,01:55
10:40,12,700 원,01:55
11:20,12,700 원,01:55
11:40,12,700 원,01:55
12:40,9,800 원,01:55
13:40,12,700 원,01:55
14:25,12,700 원,01:55
14:40,12,700 원,01:55
15:40,9,800 원,01:55
16:40,12,700 원,01:55
17:40,12,700 원,01:55
18:40,9,800 원,01:55
19:40,12,700 원,01:55
20:30,12,700 원,01:55
터미널: 세종고속시외버스터미널
출발,요금(어른),소요시간
12:30,4,900 원,01:08
18:30,4,900 원,01:08
20:00,4,900 원,01:08
터미널: 세종청사정류소(상행)
출발,요금(어른),소요시간
12:30,4,200 원,00:54
18:30,4,200 원,00:54
20:00,4,200 원,00:54
터미널: 속리산터미널
출발,요금(어른),소요시간
09:30,10,800 원,01:43
13:50,10,800 원,01:43
터미널: 송탄시외버스터미널
출발,요금(어른),소요시간
19:30,8,000 원,01:45
터미널: 수원종합버스터미널
출발,요금(어른),소요시간
07:04,11,600 원,02:11
07:16,9,000 원,01:52
08:04,9,000 원,01:52
08:52,11,600 원,02:11
09:16,9,000 원,01:52
10:04,11,600 원,01:47
10:28,9,000 원,01:52
11:16,11,600 원,01:47
11:28,11,600 원,02:11
11:40,9,000 원,01:52
12:28,11,600 원,02:11
13:16,9,000 원,01:52
13:40,11,600 원,02:11
13:52,9,000 원,01:52
14:16,9,000 원,01:52
14:40,11,600 원,02:06
15:04,9,000 원,01:52
16:04,11,600 원,02:11
16:28,9,000 원,01:52
16:52,11,600 원,01:47
17:04,9,000 원,01:52
18:04,11,600 원,02:11
18:28,9,000 원,01:52
19:04,11,600 원,02:11
19:16,9,000 원,01:52
20:10,11,600 원,02:06
20:40,11,600 원,02:11
터미널: 순천종합버스터미널
출발,요금(어른),소요시간
09:15,26,100 원,02:52
14:40,26,100 원,02:52
터미널: 신갈고속시외버스정류소
출발,요금(어른),소요시간
07:10,8,500 원,01:26
09:50,8,500 원,01:26
12:30,8,500 원,01:26
15:25,8,500 원,01:26
18:25,8,500 원,01:26
터미널: 신갈영덕시외버스정류장
출발,요금(어른),소요시간
07:04,10,000 원,01:30
08:52,10,000 원,01:30
11:28,10,000 원,01:30
12:28,10,000 원,01:30
13:40,10,000 원,01:30
14:40,10,000 원,01:26
16:04,10,000 원,01:30
18:04,10,000 원,01:30
19:04,10,000 원,01:30
20:10,10,000 원,01:26
20:40,10,000 원,01:30
터미널: 심천
출발,요금(어른),소요시간
07:10,8,700 원,01:32
07:30,8,700 원,01:37
13:40,8,700 원,01:37
15:20,8,700 원,01:37
20:00,8,700 원,01:37
터미널: 아산시외버스터미널
출발,요금(어른),소요시간
08:25,6,500 원,01:29
10:10,6,500 원,01:29
10:45,6,500 원,01:29
11:50,6,500 원,01:29
14:00,6,500 원,01:29
15:47,6,500 원,01:29
17:12,6,500 원,01:29
17:50,6,500 원,01:29
18:54,6,500 원,01:29
터미널: 아주대터미널
출발,요금(어른),소요시간
07:04,11,600 원,01:54
08:52,11,600 원,01:54
11:28,11,600 원,01:54
12:28,11,600 원,01:54
13:40,11,600 원,01:54
14:40,11,600 원,01:49
16:04,11,600 원,01:54
18:04,11,600 원,01:54
19:04,11,600 원,01:54
20:10,11,600 원,01:49
20:40,11,600 원,01:54
터미널: 안동터미널
출발,요금(어른),소요시간
06:30,19,200 원,02:44
13:30,19,200 원,02:44
터미널: 안산버스터미널
출발,요금(어른),소요시간
06:20,13,500 원,01:48
07:20,13,500 원,01:48
08:20,13,500 원,01:48
09:20,13,500 원,01:48
10:20,13,500 원,01:48
12:20,13,500 원,01:48
13:20,13,500 원,01:48
14:20,13,500 원,01:48
15:20,13,500 원,01:48
16:20,13,500 원,01:48
18:20,13,500 원,01:48
19:40,13,500 원,01:48
터미널: 안성종합버스터미널
출발,요금(어른),소요시간
09:00,7,500 원,01:25
13:35,7,500 원,01:25
18:00,7,500 원,01:25
터미널: 안양역시외버스터미널
출발,요금(어른),소요시간
07:30,13,600 원,02:11
12:10,13,600 원,02:11
16:40,13,600 원,02:11
18:00,13,600 원,02:11
터미널: 양산시외버스터미널
출발,요금(어른),소요시간
08:00,27,200 원,03:09
터미널: 여수종합버스터미널
출발,요금(어른),소요시간
09:15,36,900 원,04:20
14:40,36,900 원,04:20
터미널: 영동시외버스공용터미널
출발,요금(어른),소요시간
07:10,10,300 원,01:50
07:30,10,300 원,01:56
13:40,10,300 원,01:56
15:20,10,300 원,01:56
20:00,10,300 원,01:56
터미널: 영통입구터미널
출발,요금(어른),소요시간
07:04,10,000 원,01:36
08:52,10,000 원,01:36
11:28,10,000 원,01:36
12:28,10,000 원,01:36
13:40,10,000 원,01:36
14:40,10,000 원,01:31
16:04,10,000 원,01:36
18:04,10,000 원,01:36
19:04,10,000 원,01:36
20:10,10,000 원,01:31
20:40,10,000 원,01:36
터미널: 예천시외버스정류장
출발,요금(어른),소요시간
06:30,15,700 원,02:17
13:30,15,700 원,02:17
터미널: 오산역환승센터
출발,요금(어른),소요시간
07:16,6,900 원,01:19
08:04,6,900 원,01:19
09:16,6,900 원,01:19
10:04,9,000 원,01:14
10:28,6,900 원,01:19
11:16,9,000 원,01:14
11:40,6,900 원,01:19
13:16,6,900 원,01:19
13:52,6,900 원,01:19
14:16,6,900 원,01:19
15:04,6,900 원,01:19
16:28,6,900 원,01:19
16:52,9,000 원,01:14
17:04,6,900 원,01:19
18:28,6,900 원,01:19
19:16,6,900 원,01:19
터미널: 옥천시외버스공용정류소
출발,요금(어른),소요시간
07:10,5,600 원,01:08
07:30,5,600 원,01:08
13:40,5,600 원,01:08
15:20,5,600 원,01:08
20:00,5,600 원,01:08
터미널: 용인공용버스터미널
출발,요금(어른),소요시간
07:10,10,400 원,01:52
09:50,10,400 원,01:52
12:30,10,400 원,01:52
15:25,10,400 원,01:52
18:25,10,400 원,01:52
터미널: 원주시외버스터미널
출발,요금(어른),소요시간
07:40,11,100 원,01:43
13:35,11,100 원,01:43
터미널: 유성시외버스정류소
출발,요금(어른),소요시간
06:15,6,700 원,01:04
07:20,6,700 원,01:04
08:00,5,200 원,01:04
08:10,5,200 원,01:04
08:10,5,200 원,01:04
08:55,6,700 원,01:04
09:20,5,200 원,01:04
09:45,5,200 원,01:04
10:20,6,700 원,01:04
10:40,5,200 원,01:04
10:50,6,700 원,01:04
11:25,5,200 원,01:04
11:55,6,700 원,01:04
12:30,6,700 원,01:04
13:05,5,200 원,01:04
13:20,5,200 원,01:04
14:00,6,700 원,01:04
14:30,5,200 원,01:04
15:00,5,200 원,01:04
15:35,6,700 원,01:04
15:55,6,700 원,01:04
16:15,5,200 원,01:04
16:45,6,700 원,01:04
17:10,6,700 원,01:04
17:45,5,200 원,01:04
17:55,5,200 원,01:04
18:40,6,700 원,01:04
19:30,5,200 원,01:04
터미널: 음성공용버스터미널
출발,요금(어른),소요시간
06:20,7,400 원,01:24
06:55,7,400 원,01:24
07:00,7,400 원,01:18
09:46,7,400 원,01:24
11:06,7,400 원,01:24
12:37,7,400 원,01:24
14:04,7,400 원,00:55
15:20,7,400 원,01:24
17:39,7,400 원,01:24
18:03,7,400 원,01:24
18:57,7,400 원,01:24
19:00,7,400 원,01:24
19:38,7,400 원,01:24
터미널: 의왕
출발,요금(어른),소요시간
07:30,11,900 원,01:41
12:10,11,900 원,01:41
16:40,11,900 원,01:41
18:00,11,900 원,01:41
터미널: 의정부시외버스터미널
출발,요금(어른),소요시간
09:35,15,900 원,02:23
11:30,15,900 원,02:23
13:30,15,900 원,02:23
15:30,15,900 원,02:23
19:40,15,900 원,02:23
터미널: 이원
출발,요금(어른),소요시간
07:30,7,100 원,01:23
13:40,7,100 원,01:23
15:20,7,100 원,01:23
20:00,7,100 원,01:23
터미널: 이천종합터미널
출발,요금(어른),소요시간
07:00,7,700 원,01:17
08:20,7,700 원,01:17
12:00,7,700 원,01:17
13:10,7,700 원,01:17
17:10,7,700 원,01:17
18:10,7,700 원,01:17
터미널: 익산공용버스터미널
출발,요금(어른),소요시간
09:20,12,600 원,02:22
10:40,12,600 원,02:22
13:05,12,600 원,02:22
16:15,12,600 원,02:22
17:55,12,600 원,02:22
터미널: 인천공항2터미널
출발,요금(어른),소요시간
05:00,23,800 원,02:49
06:00,30,900 원,02:49
06:30,30,900 원,02:49
08:00,23,800 원,02:49
08:30,23,800 원,02:49
10:00,23,800 원,02:49
10:30,23,800 원,02:49
11:30,23,800 원,02:49
12:00,23,800 원,02:49
12:30,23,800 원,02:49
14:00,23,800 원,02:49
14:30,30,900 원,02:49
16:00,30,900 원,02:49
16:30,23,800 원,02:49
17:00,23,800 원,02:49
18:30,23,800 원,02:49
19:10,23,800 원,02:49
터미널: 인천공항터미널
출발,요금(어른),소요시간
05:00,23,800 원,02:35
06:00,30,900 원,02:35
06:30,30,900 원,02:35
08:00,23,800 원,02:35
08:30,23,800 원,02:35
10:00,23,800 원,02:35
10:30,23,800 원,02:35
11:30,23,800 원,02:35
12:00,23,800 원,02:35
12:30,23,800 원,02:35
14:00,23,800 원,02:35
14:30,30,900 원,02:35
16:00,30,900 원,02:35
16:30,23,800 원,02:35
17:00,23,800 원,02:35
18:30,23,800 원,02:35
19:10,23,800 원,02:35
터미널: 인천종합터미널
출발,요금(어른),소요시간
06:30,15,300 원,02:25
07:10,15,300 원,02:25
07:40,15,300 원,02:25
08:40,15,300 원,02:25
09:40,15,300 원,02:25
10:20,15,300 원,02:25
11:00,15,300 원,02:25
12:20,15,300 원,02:25
13:35,15,300 원,02:25
14:10,15,300 원,02:25
14:40,15,300 원,02:25
15:20,15,300 원,02:25
16:00,15,300 원,02:25
16:40,15,300 원,02:25
17:20,15,300 원,02:25
18:20,15,300 원,02:25
19:20,15,300 원,02:25
20:20,15,300 원,02:25
터미널: 장호원시외버스터미널
출발,요금(어른),소요시간
07:00,12,100 원,02:03
09:46,12,100 원,02:09
19:00,12,100 원,02:09
터미널: 전주시외버스공용터미널
출발,요금(어른),소요시간
07:20,15,900 원,01:52
08:10,12,300 원,01:52
08:55,15,900 원,01:52
09:45,12,300 원,01:52
10:20,15,900 원,01:52
10:50,15,900 원,01:52
11:25,12,300 원,01:52
11:55,15,900 원,01:52
12:30,15,900 원,01:52
13:20,12,300 원,01:52
14:00,15,900 원,01:52
14:30,12,300 원,01:52
15:00,12,300 원,01:52
15:35,15,900 원,01:52
15:55,15,900 원,01:52
16:45,15,900 원,01:52
17:10,15,900 원,01:52
17:45,12,300 원,01:52
18:40,15,900 원,01:52
19:30,12,300 원,01:52
터미널: 제천버스터미널
출발,요금(어른),소요시간
13:30,11,600 원,01:40
19:30,11,600 원,01:40
터미널: 조치원공영버스터미널
출발,요금(어른),소요시간
12:30,2,200 원,00:28
18:30,2,200 원,00:28
20:00,2,200 원,00:28
터미널: 주공터미널
출발,요금(어른),소요시간
07:00,15,900 원,02:15
08:10,15,900 원,02:15
11:40,12,200 원,02:15
13:25,15,900 원,02:15
15:00,15,900 원,02:15
16:10,15,900 원,02:15
17:30,12,200 원,02:15
19:00,15,900 원,02:15
터미널: 주덕정류소
출발,요금(어른),소요시간
06:20,9,200 원,01:42
06:55,9,200 원,01:42
11:06,9,200 원,01:42
12:37,9,200 원,01:42
14:04,9,200 원,01:10
15:20,9,200 원,01:42
17:39,9,200 원,01:42
18:03,9,200 원,01:42
18:57,9,200 원,01:42
19:38,9,200 원,01:42
터미널: 죽전
출발,요금(어른),소요시간
13:30,10,800 원,01:37
16:00,10,800 원,01:37
19:00,10,800 원,01:37
터미널: 중마버스터미널
출발,요금(어른),소요시간
09:15,31,700 원,03:38
14:40,31,700 원,03:38
터미널: 중앙대
출발,요금(어른),소요시간
09:00,6,500 원,01:13
13:35,6,500 원,01:13
18:00,6,500 원,01:13
터미널: 증평시외버스터미널
출발,요금(어른),소요시간
07:22,4,000 원,00:50
11:34,4,000 원,00:50
16:50,4,000 원,00:50
터미널: 진주시외버스터미널
출발,요금(어른),소요시간
08:00,21,800 원,02:18
10:30,21,800 원,02:18
17:00,21,800 원,02:18
터미널: 진천종합버스터미널
출발,요금(어른),소요시간
06:40,5,200 원,01:03
08:50,5,200 원,01:03
10:10,5,200 원,01:03
10:35,5,200 원,01:03
11:00,5,200 원,01:03
11:36,5,200 원,01:03
14:00,5,200 원,01:03
15:36,5,200 원,01:03
16:44,5,200 원,01:03
17:40,5,200 원,01:03
18:41,5,200 원,01:03
19:00,5,200 원,01:03
터미널: 창리
출발,요금(어른),소요시간
16:30,5,700 원,01:09
터미널: 창원종합버스터미널
출발,요금(어른),소요시간
10:00,21,400 원,03:10
15:00,21,400 원,03:10
19:30,21,400 원,03:10
터미널: 천안종합버스터미널
출발,요금(어른),소요시간
06:30,4,000 원,00:41
07:15,4,000 원,00:41
07:50,4,000 원,00:41
08:25,4,000 원,00:41
09:00,4,000 원,00:41
09:07,4,000 원,00:41
09:35,4,000 원,00:41
10:10,4,000 원,00:41
10:45,4,000 원,00:41
11:20,4,000 원,00:41
11:50,4,000 원,00:41
12:15,5,200 원,00:41
12:50,4,000 원,00:41
13:26,4,000 원,00:41
14:00,4,000 원,00:41
14:35,4,000 원,00:41
15:00,4,000 원,00:41
15:30,4,000 원,00:41
15:47,4,000 원,00:41
16:08,4,000 원,00:41
16:35,4,000 원,00:41
17:12,4,000 원,00:41
17:50,4,000 원,00:41
18:15,4,000 원,00:41
18:40,4,000 원,00:41
18:54,4,000 원,00:41
19:15,4,000 원,00:41
19:35,4,000 원,00:41
19:55,4,000 원,00:41
20:15,5,200 원,00:41
20:53,4,000 원,00:41
터미널: 청주사창정류소
출발,요금(어른),소요시간
06:15,1,600 원,00:09
07:10,1,700 원,00:09
08:10,1,700 원,00:09
09:20,1,700 원,00:09
10:40,1,700 원,00:09
13:05,1,700 원,00:09
16:15,1,700 원,00:09
17:55,1,700 원,00:09
터미널: 청주여객북부정류소
출발,요금(어른),소요시간
터미널: 춘천시외버스터미널
출발,요금(어른),소요시간
10:05,21,800 원,03:40
15:35,21,800 원,03:40
16:05,21,800 원,03:40
18:15,21,800 원,03:40
터미널: 충주공용버스터미널
출발,요금(어른),소요시간
07:10,11,000 원,01:36
09:10,11,000 원,01:36
13:50,11,000 원,01:35
16:10,11,000 원,01:35
20:00,11,000 원,01:35
터미널: 태백시외버스터미널
출발,요금(어른),소요시간
17:20,31,600 원,02:51
터미널: 통영종합버스터미널
출발,요금(어른),소요시간
08:00,29,600 원,03:06
10:30,29,600 원,03:06
17:00,29,600 원,03:06
터미널: 평택대앞
출발,요금(어른),소요시간
터미널: 평택시외버스터미널
출발,요금(어른),소요시간
07:22,6,100 원,01:22
09:03,6,100 원,01:07
09:45,6,100 원,01:22
10:28,6,100 원,01:22
11:20,6,100 원,01:16
12:34,6,100 원,01:22
12:55,6,100 원,01:07
13:54,6,100 원,01:22
14:27,6,100 원,01:16
15:38,6,100 원,01:22
16:15,6,100 원,01:16
17:10,6,100 원,01:22
18:05,7,900 원,01:16
18:57,6,100 원,01:22
19:30,6,100 원,01:07
터미널: 하남시버스환승공영차고지
출발,요금(어른),소요시간
07:00,11,000 원,01:59
13:15,11,000 원,01:59
터미널: 해운대시외버스터미널
출발,요금(어른),소요시간
08:00,32,200 원,03:56
터미널: 홍천터미널
출발,요금(어른),소요시간
10:05,18,500 원,03:00
15:35,18,500 원,03:00
16:05,18,500 원,03:00
18:15,18,500 원,03:00
터미널: 횡성시외버스터미널
출발,요금(어른),소요시간
10:05,13,700 원,02:00
15:35,13,700 원,02:00
16:05,13,700 원,02:00
18:15,13,700 원,02:00
